name,address,rating,review_count
C-Lovers Fish & Chips,2991 Lougheed Hwy #108,4.1,317
C-Lovers Fish & Chips,1660 Pemberton Ave,4.3,665
C-Lovers Fish & Chips,20251 Fraser Hwy,4.3,845
C-Lovers Fish & Chips,2655 King George Blvd #100,4.2,460
C-Lovers Fish & Chips,6640 Royal Ave,4.2,635
C-Lovers Fish & Chips,555 Clarke Rd,4.3,215
