name,address,rating,review_count
JOEY Coquitlam,550 Lougheed Hwy,4.3,1600
JOEY Burnaby,1899 Rosser Ave #109,4.1,1244
JOEY Burrard,820 Burrard St,4.3,1940
JOEY Bentall One,507 Burrard St,4.3,1072
JOEY Shipyards,125 Victory Ship Way Unit #110,4.6,399
