name,address,rating,review_count
Burgoo,3096 Main St,4.4,1229
Burgoo Bistro Lonsdale,3 Lonsdale Ave,4.4,605
Burgoo,101-1100 Burrard St,4.4,616
Burgoo Kitsilano,2272 W 4th Ave,4.4,583
Burgoo,4434 W 10th Ave,4.3,399
