name,address,rating,review_count
The Old Spaghetti Factory (New Westminster),#50 8th St,4.2,1425
The Old Spaghetti Factory (Gastown),53 Water St,4.4,4981
The Old Spaghetti Factory (Richmond),Riverport Entertainment Complex 14200 Entertainment Blvd #110,4.0,1224
The Old Spaghetti Factory (Langley),20077 91a Ave,4.2,1641
The Old Spaghetti Factory,2030 Sumas Way,4.2,1348
