name,address,rating,review_count
Popeyes Louisiana Kitchen,2170 Hawkins Street Unit 110,4.1,1477.0
Popeyes Louisiana Kitchen,14380 64 Ave unit 101,4.0,1143.0
Popeyes Louisiana Kitchen,20202 66 Ave #100,4.0,173.0
Popeyes Louisiana Kitchen,1750 152 St #101,3.7,274.0
Popeyes Louisiana Kitchen,7855 Kingsway,,
Popeyes Louisiana Kitchen,34261 Marshall Rd,3.9,441.0
