name,address,rating,review_count
Togo Sushi SFU,9055 University High St,4.1,43
Togo Sushi,2929 Barnet Hwy #1208,3.9,50
Togo Sushi,4820 Kingsway #339,3.7,498
Togo Sushi,800 Carnarvon St #223,3.9,259
Togo Sushi,10355 152 St Unit 1382,4.1,182
Togo Sushi,6060 Minoru Blvd,3.6,77
Togo Sushi UBC,3380 Shrum Lane,3.6,117
