name,rating,review_count,lat,lng,region
Boston Pizza,3.9,937.0,49.2584746,-123.0306817,Renfrew-Collingwood
Boston Pizza,3.7,942.0,49.2771786,-123.1140883,Downtown
Boston Pizza,3.7,835.0,49.2818577,-123.1234686,Downtown
Boston Pizza,3.8,527.0,49.2638726,-123.1342629,Fairview
